"State","County","Metro/Small Town/Rural Status","Percent with SNAP","Percent Margin of Error (±)"
"Montana","Lake County","Rural area","0.166750341653824","0.0190276391804218"
"Texas","Hill County","Rural area","0.166718721389771","0.0183814652264118"
"Texas","Cherokee County","Small town","0.166600689291954","0.0174116361886263"
"Oklahoma","Kay County","Small town","0.166390910744667","0.012567138299346"
"Colorado","Rio Grande County","Rural area","0.166302919387817","0.0416278205811977"
"Texas","Swisher County","Rural area","0.166159689426422","0.0386268608272076"
"Ohio","Montgomery County","Metro area","0.166061162948608","0.0047713490203023"
"Arkansas","Newton County","Small town","0.165895774960518","0.038380540907383"
"Washington","Klickitat County","Rural area","0.165819808840752","0.0266326572746038"
"Tennessee","Bradley County","Metro area","0.165756285190582","0.0129037564620376"
"Maryland","Garrett County","Rural area","0.165750607848167","0.0199799127876759"
"Kentucky","McCracken County","Small town","0.165474057197571","0.0167259704321623"
"Michigan","Schoolcraft County","Rural area","0.165461122989655","0.0262093674391508"
"Wisconsin","Langlade County","Rural area","0.165356174111366","0.0206773485988379"
"Virginia","Halifax County","Rural area","0.165311276912689","0.0210029631853104"
"Michigan","Cheboygan County","Rural area","0.165310680866241","0.0163630675524473"
"Kentucky","Madison County","Small town","0.16526272892952","0.0148843331262469"
"New Mexico","Rio Arriba County","Small town","0.165255188941956","0.0216245222836733"
"Alabama","Randolph County","Rural area","0.165228396654129","0.026942977681756"
"Pennsylvania","Cambria County","Metro area","0.165186837315559","0.00798911042511463"
"Illinois","Macon County","Metro area","0.165135979652405","0.00994135439395905"
"Kentucky","Henry County","Metro area","0.165110066533089","0.0268775671720505"
"Iowa","Lee County","Small town","0.165037021040916","0.0196710377931595"
"Arkansas","Montgomery County","Rural area","0.164926365017891","0.0351647809147835"
"Mississippi","Lawrence County","Rural area","0.164848729968071","0.0305492021143436"
"Michigan","Mason County","Small town","0.164818003773689","0.0183808095753193"
"New Mexico","Curry County","Small town","0.164617151021957","0.0160462390631437"
"North Carolina","Mitchell County","Rural area","0.164590463042259","0.0275268275290728"
"Missouri","Hickory County","Rural area","0.164563357830048","0.0371359847486019"
"Tennessee","Maury County","Metro area","0.164492681622505","0.0150351310148835"
"Michigan","Bay County","Metro area","0.164478197693825","0.010737725533545"
"Arizona","La Paz County","Rural area","0.164361178874969","0.0280493386089802"
"Illinois","St. Clair County","Metro area","0.164270684123039","0.00624389573931694"
"Georgia","Lumpkin County","Rural area","0.164015993475914","0.0300049856305122"
"Maine","Franklin County","Rural area","0.163984939455986","0.0180035587400198"
"California","Yuba County","Metro area","0.163983628153801","0.0140725383535028"
"Montana","Lincoln County","Rural area","0.163602292537689","0.0236503258347511"
"Texas","Nueces County","Metro area","0.163541004061699","0.0080781951546669"
"Delaware","Kent County","Metro area","0.163437396287918","0.0103191630914807"
"New York","Broome County","Metro area","0.163415372371674","0.00846397411078215"
"Illinois","Lawrence County","Rural area","0.163397520780563","0.0361931845545769"
"Indiana","Crawford County","Rural area","0.16339547932148","0.02875124104321"
"Pennsylvania","McKean County","Small town","0.163393005728722","0.0138674527406693"
"Virginia","Dinwiddie County","Metro area","0.163379743695259","0.0254109036177397"
"Indiana","Clay County","Metro area","0.163267239928246","0.0206986870616674"
"Florida","Marion County","Metro area","0.163263455033302","0.00853389035910368"
"Illinois","Knox County","Small town","0.163246005773544","0.0151707548648119"
"Wisconsin","Rusk County","Rural area","0.163170531392097","0.017894959077239"
"Texas","Hunt County","Metro area","0.163157224655151","0.0157589446753263"
"Wisconsin","Adams County","Rural area","0.163144648075104","0.0174354519695044"
"New York","Erie County","Metro area","0.163125425577164","0.00383187620900571"
"North Carolina","Franklin County","Metro area","0.163076013326645","0.0166414156556129"
"Arkansas","Sebastian County","Metro area","0.16297559440136","0.0116858407855034"
"Kentucky","Webster County","Rural area","0.162967294454575","0.0338253863155842"
"Mississippi","Walthall County","Rural area","0.1629528850317","0.0315004251897335"
"Alabama","Etowah County","Metro area","0.162871316075325","0.0137086268514395"
"Alabama","Cherokee County","Rural area","0.162832990288734","0.0293287131935358"
"Pennsylvania","Blair County","Metro area","0.162793889641762","0.00810315832495689"
"North Carolina","Harnett County","Small town","0.162724226713181","0.00915595702826977"
"Illinois","Vermilion County","Metro area","0.162650600075722","0.0122301755473018"
"Louisiana","Pointe Coupee Parish","Metro area","0.1625766903162","0.0244971849024296"
"Virginia","Northampton County","Rural area","0.16256158053875","0.0299323815852404"
"Florida","Gulf County","Metro area","0.162460267543793","0.0381495244801044"
"Wisconsin","Kenosha County","Metro area","0.162428170442581","0.0098568731918931"
"Oregon","Deschutes County","Metro area","0.162301123142242","0.0124337468296289"
"Texas","Dickens County","Rural area","0.162255465984344","0.0472324825823307"
"Idaho","Owyhee County","Metro area","0.162241891026497","0.0259969830513"
"Texas","Matagorda County","Small town","0.162154257297516","0.0266751833260059"
"Florida","Polk County","Metro area","0.162126779556274","0.00531589146703482"
"Arkansas","Izard County","Rural area","0.162086367607117","0.0242306739091873"
"Indiana","Sullivan County","Metro area","0.162064045667648","0.0317488946020603"
"Tennessee","Stewart County","Rural area","0.161943316459656","0.033359669148922"
"Connecticut","Windham County","Metro area","0.161790296435356","0.0109159955754876"
"Texas","Jim Wells County","Small town","0.161761447787285","0.0227348431944847"
"Texas","Jefferson County","Metro area","0.161737352609634","0.00757192773744464"
"Michigan","Calhoun County","Metro area","0.161728411912918","0.00843186024576426"
"Arkansas","Prairie County","Rural area","0.161726474761963","0.0299412664026022"
"New York","Jefferson County","Metro area","0.161715939640999","0.00924110412597656"
"Georgia","Wilkinson County","Rural area","0.161662116646767","0.0302137918770313"
"Arizona","Cochise County","Metro area","0.161588460206985","0.0124039351940155"
"Oklahoma","Nowata County","Rural area","0.161487638950348","0.0223437789827585"
"Missouri","Taney County","Small town","0.161422207951546","0.0187242813408375"
"Ohio","Huron County","Small town","0.1614049077034","0.013764082454145"
"Tennessee","Sevier County","Small town","0.161348760128021","0.0155551079660654"
"Florida","Glades County","Rural area","0.161234140396118","0.0402634292840958"
"Georgia","Walker County","Metro area","0.161174312233925","0.0171035155653954"
"Arkansas","Boone County","Small town","0.161123424768448","0.0185496024787426"
"Florida","Hillsborough County","Metro area","0.161102041602135","0.0031552251894027"
"Massachusetts","Bristol County","Metro area","0.161064743995667","0.00556250056251884"
"Michigan","Kalkaska County","Small town","0.161001279950142","0.0173461325466633"
"Michigan","Mecosta County","Small town","0.160999491810799","0.0135020539164543"
"Arkansas","Logan County","Rural area","0.16093322634697","0.0244275853037834"
"Louisiana","Richland Parish","Rural area","0.160928636789322","0.0235858522355556"
"Tennessee","Trousdale County","Metro area","0.160919547080994","0.0416342578828335"
"Michigan","Delta County","Small town","0.160786539316177","0.0163616240024567"
"South Dakota","Clay County","Small town","0.160616889595985","0.0364445485174656"
"North Carolina","Madison County","Metro area","0.160595238208771","0.0251427367329597"
"Iowa","Clarke County","Rural area","0.160542085766792","0.0429657213389874"
"Kentucky","Logan County","Rural area","0.160456836223602","0.0233444944024086"
"Texas","Nolan County","Small town","0.160355553030968","0.0316842384636402"
"Illinois","Williamson County","Metro area","0.160345926880836","0.0137120382860303"
"Ohio","Clinton County","Small town","0.160291105508804","0.01693981513381"
"Georgia","Baldwin County","Small town","0.160264477133751","0.0225351843982935"
"Tennessee","Franklin County","Small town","0.160232484340668","0.0158594883978367"
"Virginia","Grayson County","Rural area","0.160208642482758","0.0230845306068659"
"Virginia","Lynchburg city","Metro area","0.160172551870346","0.0136162880808115"
"Virginia","Waynesboro city","Metro area","0.160106152296066","0.0291833225637674"
"Texas","Nacogdoches County","Small town","0.160095229744911","0.0157203320413828"
"Illinois","Coles County","Small town","0.159950703382492","0.0161184687167406"
"Alaska","Wrangell City and Borough","Rural area","0.159808605909348","0.0312152523547411"
"Florida","Orange County","Metro area","0.159743010997772","0.00416998751461506"
"Oklahoma","Jackson County","Small town","0.159688696265221","0.0195816289633512"
"West Virginia","Taylor County","Small town","0.159685090184212","0.0284567717462778"
"Virginia","Wythe County","Rural area","0.15956474840641","0.0216468218713999"
"Idaho","Shoshone County","Rural area","0.159540638327599","0.0227310843765736"
"Vermont","Franklin County","Metro area","0.159538760781288","0.0172051936388016"
"Texas","Orange County","Metro area","0.1595339179039","0.0129464203491807"
"Florida","Duval County","Metro area","0.159461960196495","0.00444986391812563"
"Missouri","Henry County","Rural area","0.159447982907295","0.0215489771217108"
"Idaho","Bannock County","Metro area","0.159282147884369","0.0142124844714999"
"New York","Allegany County","Rural area","0.159272402524948","0.00992313679307699"
"California","San Bernardino County","Metro area","0.159243002533913","0.00287777138873935"
"Ohio","Brown County","Metro area","0.15920689702034","0.0179138593375683"
"Idaho","Gooding County","Rural area","0.159057706594467","0.0374298430979252"
"Kentucky","Hopkins County","Small town","0.159019246697426","0.014555312693119"
"Montana","Hill County","Rural area","0.159012913703918","0.0278518330305815"
"Tennessee","Fayette County","Metro area","0.158991888165474","0.0179627761244774"
"Michigan","Berrien County","Metro area","0.158986538648605","0.00805613119155169"
"New York","Chemung County","Metro area","0.158970385789871","0.0110797816887498"
"New Jersey","Essex County","Metro area","0.158945187926292","0.00443272991105914"
"Oklahoma","Delaware County","Rural area","0.158889830112457","0.0124376649037004"
"South Carolina","Aiken County","Metro area","0.158839493989944","0.0109082954004407"
"Arkansas","Greene County","Small town","0.158714070916176","0.0208659395575523"
"West Virginia","Preston County","Metro area","0.158588543534279","0.0196957532316446"
"Alabama","Cleburne County","Rural area","0.158553302288055","0.0283199958503246"
"Wisconsin","Douglas County","Metro area","0.158539220690727","0.0148771777749062"
"Pennsylvania","Mercer County","Metro area","0.158522605895996","0.0083783520385623"
"Georgia","Lincoln County","Metro area","0.158518940210342","0.0351274870336056"
"South Dakota","Charles Mix County","Rural area","0.158483535051346","0.0168640855699778"
"North Carolina","Pitt County","Metro area","0.158362880349159","0.0101973507553339"
"Ohio","Harrison County","Rural area","0.158282607793808","0.0227299705147743"
"California","Stanislaus County","Metro area","0.158153682947159","0.00575179141014814"
"Indiana","Lake County","Metro area","0.158151403069496","0.00574058247730136"
"New Mexico","San Juan County","Metro area","0.158129453659058","0.0119119081646204"
"Georgia","DeKalb County","Metro area","0.157960593700409","0.0057121105492115"
"Missouri","Madison County","Rural area","0.157950907945633","0.0358316861093044"
